TEMPO,NRO_IMPACTO,QTD_HORAS_PREVISAO,QTD_PARTICIPANTE,TIPO
1,4,1,1,MICRO
2.3,3,2.3,1,MICRO
3.5,4,3.5,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
2,3,0.1,1,BENNER
0.42,4,0.25,1,BENNER
2,4,2,1,ERRO
2,4,2,1,MICRO
2,3,2,1,SIHOSP
1.5,4,1.2,1,MICRO
0.83,4,0.5,1,IMPRESSORA
3,4,3,1,ERRO
0.58,0,0.35,1,ERRO
2.5,4,2.5,1,MICRO
1,4,1,1,IMPRESSORA
0.01,4,0.3,1,MICRO
2.5,4,2.3,1,MICRO
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,ACESSO
0.17,4,0.15,1,SIHOSP
0.67,4,0.4,1,MICRO
0.25,3,0.15,1,ACESSO
0.25,3,15,1,ERRO
0.5,4,0.3,1,SIHOSP
2,4,2,1,BENNER
2.5,4,2.5,1,MICRO
0.25,4,0.15,1,ERRO
0.25,4,0.15,1,ACESSO
0.25,4,0.15,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1,1,1,1,MICRO
1,4,1,1,BENNER
2,3,1,1,ERRO
1,4,1,1,SIHOSP
4,4,4,1,SIHOSP
2.2,4,2.5,1,MICRO
0.33,4,20,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
2,4,2,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
2,4,2,1,BENNER
0.01,4,0.3,1,MICRO
5.21,4,5.21,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
2,4,2,1,BENNER
0.25,4,0.15,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.67,3,0.4,1,IMPRESSORA
0.01,4,0.2,1,SIHOSP
0.5,4,1,1,ACESSO
0.3,4,0.3,1,ERRO
1,4,1,1,ERRO
2,4,2,1,ERRO
0.5,4,0.3,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.17,4,1,1,MICRO
0.58,4,0.35,1,BENNER
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
1,1,1,1,ERRO
0.17,3,1,1,ERRO
0.17,4,0.1,1,IMPRESSORA
0.17,4,0.1,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
0.25,4,0.15,1,BENNER
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,MICRO
2,4,2,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
0.01,3,0.3,1,ACESSO
1,4,1,1,ERRO
0.17,4,0.1,1,SIHOSP
1,4,1,1,ACESSO
1,4,1,1,SIHOSP
1,4,1,1,BENNER
1,4,1,1,ERRO
1,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,BENNER
1,3,1,1,BENNER
341,4,3.29,1,SIHOSP
0.17,4,0.1,1,MICRO
0.5,4,0.3,1,ERRO
120,0,120,1,BENNER
0.17,3,1,1,BENNER
0.01,3,0.3,1,SIHOSP
0.17,3,1,1,ERRO
0.17,3,0.1,1,IMPRESSORA
1,3,1,1,ERRO
0.25,4,0.15,1,BENNER
0.17,4,0.1,1,ERRO
0.17,4,1,1,ERRO
0.17,4,0.1,1,IMPRESSORA
1,4,1,1,ACESSO
0.5,4,0.3,1,SIHOSP
0.17,4,0.1,1,IMPRESSORA
2,4,1,1,MICRO
0.3,4,0.15,1,BENNER
0.17,3,1,1,MICRO
2,4,2,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,BENNER
0.17,1,13,1,MICRO
1,4,1,1,BENNER
1,4,1,1,SIHOSP
0.25,4,0.15,1,BENNER
0.37,4,0.22,1,BENNER
0.5,4,0.3,1,SIHOSP
0.01,4,0.3,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.25,4,0.15,1,ERRO
1.56,4,1.55,1,BENNER
0.17,4,0.1,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.01,4,0.2,1,ACESSO
0.58,0,0.35,1,BENNER
3,4,3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
2,4,2,1,BENNER
1,4,1,1,SIHOSP
0.17,3,1,1,MICRO
0.01,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
8,4,8,1,SIHOSP
0.25,3,0.15,1,BENNER
3,4,4,1,SIHOSP
0.77,4,0.41,1,SIHOSP
0.25,4,0.15,1,BENNER
0.67,4,0.4,1,MICRO
4,4,4,1,MICRO
0.17,4,0.1,1,IMPRESSORA
4,4,4,1,MICRO
3,4,3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
3,4,3,1,SIHOSP
2,4,2,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,BENNER
1,4,1,1,IMPRESSORA
0.17,4,0.1,1,ERRO
0.25,3,0.15,1,BENNER
0.5,4,0.3,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
0.83,4,0.5,1,IMPRESSORA
0.17,4,0.1,1,IMPRESSORA
1.55,3,1.55,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,BENNER
0.58,4,0.35,1,BENNER
0.17,4,0.2,1,IMPRESSORA
0.08,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.5,0,10,1,BENNER
0.33,4,0.5,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
2,4,2,1,MICRO
0.25,4,0.15,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
2,3,2,1,ERRO
1,4,1,1,ERRO
0.25,4,0.15,1,ERRO
1,4,1,1,ERRO
0.25,4,0.15,1,BENNER
0.63,4,0.38,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.01,4,0.4,1,MICRO
0.17,4,1,1,BENNER
0.5,4,0.3,1,SIHOSP
0.01,4,0.3,1,ACESSO
3,4,2.3,1,IMPRESSORA
0.5,4,0.2,1,MICRO
2,4,2,1,SIHOSP
0.25,4,0.15,1,ERRO
0.17,4,1,1,MICRO
0.25,0,0.15,1,ERRO
0.5,4,1,1,MICRO
0.33,3,0.3,1,ACESSO
0.17,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,BENNER
0.5,4,0.3,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.17,4,1,1,MICRO
0.04,4,2.5,1,MICRO
0.58,3,0.35,1,BENNER
0.25,4,0.15,1,BENNER
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,IMPRESSORA
1.2,4,2.3,1,MICRO
0.25,4,0.15,1,ERRO
4,4,4,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.43,4,0.3,1,MICRO
1,4,1,1,MICRO
0.5,3,0.3,1,ERRO
1.5,4,1.5,1,SIHOSP
1,4,1,1,MICRO
0.01,4,0.45,1,BENNER
0.17,4,0.1,1,IMPRESSORA
0.17,4,0.1,1,IMPRESSORA
1.5,4,1.5,1,ERRO
0.25,4,0.15,1,ERRO
0.17,4,0.1,1,IMPRESSORA
0.48,4,0.3,1,ERRO
0.5,4,0.3,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.63,3,0.2,1,IMPRESSORA
3.2,4,2.5,1,BENNER
1,4,1,1,ERRO
0.5,4,0.3,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.02,4,1,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.01,4,0.3,1,MICRO
0.63,3,0.2,1,IMPRESSORA
0.17,4,0.1,1,ERRO
0.17,4,0.1,1,IMPRESSORA
2.5,4,2.3,1,MICRO
0.5,4,0.3,1,SIHOSP
0.25,4,0.15,1,ERRO
2.04,4,2.04,1,ERRO
0.5,4,0.3,1,BENNER
0.5,4,0.3,1,ACESSO
1,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.01,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
2.3,4,3,1,MICRO
0.5,4,0.3,1,ERRO
1,4,1,1,ERRO
2,4,2,1,ERRO
1,4,1,1,ERRO
0.87,4,0.52,1,ERRO
2,4,2,1,ERRO
0.27,4,0.15,1,ERRO
0.33,4,0.2,1,IMPRESSORA
2,4,2,1,MICRO
3,0,1,1,IMPRESSORA
0.08,1,1,1,MICRO
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,MICRO
0.25,4,0.15,1,BENNER
0.55,4,0.3,1,SIHOSP
0.83,4,0.5,1,IMPRESSORA
1,4,1,1,MICRO
1,4,1,1,MICRO
0.5,4,0.3,1,ACESSO
0.97,4,0.58,1,ERRO
1,4,1,1,IMPRESSORA
2,4,1,1,ERRO
0.57,4,0.34,1,BENNER
0.17,4,0.1,1,SIHOSP
0.33,4,0.2,1,MICRO
0.25,4,0.15,1,IMPRESSORA
1,4,1,1,SIHOSP
0.01,4,0.3,1,ERRO
1,4,1,1,IMPRESSORA
0.17,4,0.1,1,IMPRESSORA
0.5,4,0.3,1,ACESSO
1,4,1,1,MICRO
1,4,1,1,MICRO
0.17,4,1,1,MICRO
0.01,4,0.4,1,MICRO
0.82,4,0.48,1,SIHOSP
2.5,4,2.3,1,MICRO
1,4,1,1,MICRO
0.17,4,0.1,1,ERRO
1,4,1,1,IMPRESSORA
0.5,4,0.3,1,IMPRESSORA
0.17,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
0.01,4,0.3,1,MICRO
0.25,3,0.15,1,ACESSO
0.5,4,0.3,1,ERRO
0.17,4,0.1,1,SIHOSP
1,4,1,1,MICRO
0.5,4,0.3,1,MICRO
1,4,1,1,MICRO
1.25,4,0.15,1,BENNER
4.15,4,1,1,SIHOSP
0.17,4,0.1,1,SIHOSP
0.17,4,0.1,1,SIHOSP
0.25,4,0.15,1,SIHOSP
0.17,4,1,1,MICRO
2.5,4,2.5,1,MICRO
0.17,4,1,1,MICRO
2,4,2,1,IMPRESSORA
1,4,1,1,ACESSO
3,4,3,1,SIHOSP
1,4,1,1,SIHOSP
0.5,1,0.3,1,IMPRESSORA
0.5,4,0.3,1,BENNER
1,4,1,1,BENNER
0.17,4,0.1,1,SIHOSP
0.33,3,0.2,1,IMPRESSORA
5,4,3,1,ERRO
1,1,1,1,BENNER
4,4,4,1,ERRO
0.17,4,1,1,IMPRESSORA
0.25,4,0.15,1,IMPRESSORA
0.5,4,0.3,1,MICRO
0.5,4,0.3,1,SIHOSP
0.25,4,15,1,MICRO
0.25,4,0.15,1,BENNER
1,4,1,1,ERRO
0.17,4,1,1,MICRO
0.5,4,0.3,1,ERRO
0.25,4,0.15,1,ERRO
0.01,4,0.3,1,MICRO
2,4,2,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,MICRO
0.17,4,0.1,1,MICRO
0.25,4,0.15,1,SIHOSP
0.25,4,0.15,1,ERRO
0.25,4,0.15,1,ERRO
1,4,0.3,1,SIHOSP
1,3,1,1,BENNER
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,ACESSO
0.5,4,0.3,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,IMPRESSORA
0.25,4,0.15,1,BENNER
25,4,1,1,ERRO
0.5,4,0.3,1,ERRO
0.25,4,0.15,1,BENNER
0.25,4,0.15,1,BENNER
1.13,4,3,1,SIHOSP
1,4,1,1,SIHOSP
0.5,4,0.3,1,MICRO
0.82,4,1,1,SIHOSP
1,4,0.3,1,MICRO
0.5,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.17,4,0.1,1,IMPRESSORA
2,4,2,1,MICRO
0.5,4,0.3,1,SIHOSP
1,4,1,1,BENNER
0.5,4,0.3,1,ACESSO
1,4,1,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.58,4,0.35,1,ERRO
2,4,2,1,MICRO
2,4,2,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,SIHOSP
0.25,4,0.15,1,BENNER
0.5,4,0.3,1,SIHOSP
0.01,4,0.3,1,MICRO
0.17,4,1,1,MICRO
0.17,4,0.1,1,BENNER
0.33,4,0.2,1,IMPRESSORA
4.5,4,3.5,1,SIHOSP
0.33,4,0.2,1,SIHOSP
0.17,4,1,1,MICRO
2.55,4,2.3,1,MICRO
1,3,1,1,BENNER
1,4,1,1,MICRO
0.5,4,0.3,1,MICRO
4.51,4,2,1,SIHOSP
1,4,1,1,BENNER
0.5,4,0.3,1,SIHOSP
0.5,4,25,1,ACESSO
0.5,4,0.3,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
5,3,4,1,SIHOSP
0.83,4,1,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,ACESSO
0.15,3,0.1,1,ERRO
0.33,4,0.2,1,MICRO
0.5,4,0.3,1,ACESSO
0.5,4,0.3,1,SIHOSP
0.17,4,1.5,1,ERRO
0.17,4,1,1,MICRO
1,4,1,1,MICRO
3,4,3,1,SIHOSP
0.5,4,0.3,1,ACESSO
0.5,4,1,1,ERRO
2,4,2,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,IMPRESSORA
0.25,4,0.15,1,BENNER
0.62,4,0.2,1,ACESSO
0.25,4,0.15,1,MICRO
0.25,3,0.15,1,ERRO
0.33,4,0.2,1,ERRO
1,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
1,3,1,1,ERRO
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.5,1,0.3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.25,4,0.15,1,BENNER
0.5,4,0.3,1,SIHOSP
0.5,4,1,1,SIHOSP
0.5,4,0.3,1,BENNER
1,3,1,1,ERRO
0.67,3,0.4,1,IMPRESSORA
0.42,4,0.25,1,BENNER
0.01,4,0.3,1,BENNER
1,4,1,1,ERRO
0.17,4,0.1,1,SIHOSP
0.5,4,0.3,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
1,1,1,1,ERRO
1,4,1,1,ERRO
4,4,4,1,ERRO
1,4,1,1,BENNER
0.17,4,1,1,SIHOSP
2.26,4,2.26,1,SIHOSP
0.58,4,0.35,1,MICRO
0.67,4,0.4,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,IMPRESSORA
0.17,4,1,1,SIHOSP
1,4,1,1,ERRO
0.01,4,0.3,1,MICRO
0.23,4,0.15,1,BENNER
0.01,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
0.27,4,0.15,1,SIHOSP
0.22,0,0.15,1,SIHOSP
2,4,2,1,ERRO
2,4,2,1,ERRO
0.75,4,0.5,1,ERRO
0.5,3,0.3,1,BENNER
1,4,1,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
1,4,1,1,ERRO
0.25,4,0.15,1,BENNER
0.08,4,0.05,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
1,4,0.3,1,MICRO
0.01,4,0.3,1,MICRO
0.58,4,0.35,1,ERRO
0.25,4,0.15,1,BENNER
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,MICRO
1,4,1,1,MICRO
0.17,4,1,1,MICRO
2.3,4,2.2,1,MICRO
0.5,4,0.3,1,BENNER
0.25,3,0.15,1,IMPRESSORA
1,4,1,1,ERRO
0.5,4,0.3,1,SIHOSP
0.33,4,0.2,1,MICRO
0.17,4,1,1,MICRO
1,4,1,1,MICRO
0.17,4,1,1,ERRO
0.25,4,0.15,1,BENNER
0.17,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,ERRO
1,4,1,1,ERRO
2,4,2,1,IMPRESSORA
0.5,4,0.33,1,ERRO
1,4,1,1,ACESSO
0.17,4,1,1,MICRO
1,4,1,1,IMPRESSORA
1,4,1,1,ACESSO
0.17,1,0.1,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,MICRO
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,ACESSO
0.83,4,0.5,1,MICRO
0.33,4,0.2,1,MICRO
0.17,4,1,1,MICRO
0.01,4,0.3,1,ACESSO
0.5,4,0.3,1,IMPRESSORA
1,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.33,0,0.2,1,IMPRESSORA
0.17,4,0.1,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
0.17,4,0.1,1,SIHOSP
1,4,1,1,ACESSO
0.9,3,1,1,SIHOSP
2,3,2,1,SIHOSP
0.25,4,0.15,1,ERRO
0.17,3,0.1,1,BENNER
0.17,4,1,1,SIHOSP
0.5,4,0.3,1,MICRO
0.04,4,1,1,IMPRESSORA
0.25,3,0.15,1,BENNER
0.33,4,0.2,1,IMPRESSORA
0.28,4,0.15,1,BENNER
0.83,4,0.5,1,IMPRESSORA
0.17,4,0.1,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
2.5,4,2.5,1,IMPRESSORA
0.5,4,0.3,1,ACESSO
0.5,4,0.3,1,ERRO
0.01,4,0.2,1,IMPRESSORA
0.95,4,1,1,SIHOSP
0.5,3,1,1,ERRO
1.02,0,1,1,ERRO
1.5,4,1.3,1,SIHOSP
1.24,4,1.24,1,BENNER
1.5,4,2,1,SIHOSP
0.5,4,0.3,1,SIHOSP
1,3,1,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,ACESSO
0.01,4,0.35,1,MICRO
0.01,3,0.3,1,SIHOSP
1,4,1,1,ERRO
0.17,4,0.1,1,BENNER
0.33,4,0.2,1,MICRO
0.01,3,0.3,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
0.33,4,0.2,1,IMPRESSORA
0.67,4,0.4,1,IMPRESSORA
0.58,3,0.35,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
1,4,1,1,BENNER
0.18,4,0.1,1,SIHOSP
1,4,1,1,ERRO
0.17,3,0.1,1,ERRO
0.25,3,0.15,1,BENNER
0.83,4,0.2,1,IMPRESSORA
1,4,1,1,ERRO
0.5,4,0.3,1,SIHOSP
2,4,2,1,ERRO
0.33,4,0.2,1,IMPRESSORA
0.83,4,0.2,1,IMPRESSORA
1,4,1,1,SIHOSP
0.25,3,0.15,1,BENNER
1,3,0.15,1,BENNER
2.5,4,2.4,1,ACESSO
0.5,4,0.3,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
0.5,3,0.3,1,ERRO
1,4,1,1,IMPRESSORA
0.17,4,1,1,MICRO
0.25,4,0.15,1,SIHOSP
0.17,4,1,1,MICRO
0.33,4,20,1,IMPRESSORA
0.5,4,0.3,1,ERRO
0.83,4,50,1,IMPRESSORA
2,3,2,1,BENNER
2,4,2.3,1,MICRO
319,4,319,1,SIHOSP
0.17,4,1,1,SIHOSP
0.17,4,0.1,1,SIHOSP
0.17,4,1,1,MICRO
0.5,4,0.3,1,ACESSO
1,4,2,1,SIHOSP
0.67,4,0.2,1,IMPRESSORA
0.17,4,1,1,MICRO
3,4,3,1,ACESSO
0.5,4,0.3,1,BENNER
0.17,4,1,1,MICRO
1,4,1,1,BENNER
2,4,2,1,ACESSO
2,4,2,1,IMPRESSORA
0.5,4,1,1,SIHOSP
2,4,2,1,SIHOSP
0.5,4,0.3,1,SIHOSP
2,3,2,1,BENNER
1,4,1,1,MICRO
0.03,2,30,1,SIHOSP
2.3,4,2.3,1,MICRO
0.01,3,0.3,1,SIHOSP
25,4,0.15,1,ERRO
2.5,4,2.5,1,ACESSO
0.01,4,0.3,1,SIHOSP
2,4,2,1,ERRO
0.5,4,0.3,1,ACESSO
0.25,4,0.15,1,ERRO
1,4,1,1,ACESSO
1,4,1,1,MICRO
0.5,3,0.3,1,BENNER
0.25,3,0.15,1,ERRO
1,4,0.3,1,ERRO
0.5,4,0.3,1,SIHOSP
4,4,0.2,1,IMPRESSORA
0.17,3,0.1,1,SIHOSP
0.33,4,0.2,1,IMPRESSORA
2.55,4,2,1,BENNER
0.5,4,0.3,1,ERRO
0.83,4,50,1,IMPRESSORA
1,4,1,1,BENNER
0.42,4,0.3,1,SIHOSP
1,4,1,1,BENNER
3.2,4,3.2,1,BENNER
0.5,4,0.3,1,ACESSO
0.25,4,0.15,1,BENNER
2.3,4,2.5,1,MICRO
0.17,4,1,1,MICRO
0.01,2,0.2,1,SIHOSP
0.83,4,0.2,1,IMPRESSORA
1,4,1,1,ACESSO
1,3,1,1,MICRO
0.5,4,1,1,IMPRESSORA
0.5,4,0.3,1,BENNER
0.17,4,1,1,MICRO
0.17,3,0.1,1,BENNER
2,4,2,1,ERRO
0.01,4,0.2,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,ERRO
0.92,3,1,1,SIHOSP
4,4,4,1,SIHOSP
0.33,4,0.2,1,MICRO
0.5,4,0.3,1,ACESSO
0.17,4,1,1,MICRO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.33,4,20,1,MICRO
0.5,4,0.3,1,MICRO
0.5,3,0.3,1,SIHOSP
40,4,30,1,SIHOSP
0.17,4,1,1,MICRO
1,4,1,1,MICRO
0.5,3,0.3,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.25,3,0.15,1,ERRO
0.5,4,0.3,1,ERRO
1,4,1,1,ACESSO
0.25,4,15,1,ACESSO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
1.05,4,0.3,1,SIHOSP
0.01,4,0.25,1,MICRO
0.3,3,0.15,1,ERRO
0.33,4,0.2,1,IMPRESSORA
3,3,3,1,SIHOSP
0.25,4,0.15,1,BENNER
0.17,3,1,1,ERRO
0.5,4,0.3,1,MICRO
0.5,3,0.3,1,BENNER
0.33,4,0.2,1,MICRO
0.25,4,0.15,1,IMPRESSORA
0.17,4,1,1,MICRO
0.25,3,0.15,1,ERRO
3,3,1,1,SIHOSP
3,3,0.35,1,ERRO
0.2,4,2,1,SIHOSP
1,4,1,1,SIHOSP
1.16,4,1,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
0.5,4,0.3,1,MICRO
1,4,1,1,MICRO
0.5,4,0.3,1,BENNER
1.05,4,1,1,SIHOSP
0.58,4,0.35,1,BENNER
2,4,2,1,SIHOSP
0.17,4,0.1,1,BENNER
1,4,1,1,MICRO
1,4,1,1,SIHOSP
0.01,4,0.3,1,SIHOSP
0.01,4,0.3,1,SIHOSP
1,4,1,1,SIHOSP
0.58,4,0.35,1,BENNER
0.01,3,0.35,1,MICRO
1,4,1,1,SIHOSP
0.17,4,0.1,1,MICRO
1,4,1,1,MICRO
0.01,4,0.35,1,MICRO
0.5,4,0.3,1,BENNER
1,4,1,1,SIHOSP
0.17,4,1,1,MICRO
1,4,1,1,ERRO
4,4,4,1,BENNER
1,3,1,1,ERRO
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
0.17,4,0.1,1,IMPRESSORA
2,3,2,1,ERRO
1,4,1,1,MICRO
0.17,4,0.1,1,IMPRESSORA
0.17,4,1,1,MICRO
0.5,4,0.3,1,BENNER
0.01,4,0.3,1,SIHOSP
1.35,4,2,1,BENNER
0.17,4,0.1,1,IMPRESSORA
0.87,4,0.3,1,ERRO
1,4,1,1,ACESSO
0.5,4,0.3,1,ERRO
0.5,4,0.3,1,ERRO
1,4,1,1,MICRO
0.33,4,0.2,1,MICRO
1,3,1,1,ERRO
0.17,4,1,1,MICRO
0.5,4,1,1,ERRO
0.83,4,0.5,1,IMPRESSORA
0.25,4,0.15,1,SIHOSP
1,4,1,1,SIHOSP
0.25,4,0.15,1,BENNER
2.53,4,2.53,1,SIHOSP
2.5,3,2.3,1,MICRO
1,4,1,1,BENNER
0.25,4,0.15,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,BENNER
0.17,4,0.1,1,IMPRESSORA
1,4,1,1,ACESSO
2.5,4,2.3,1,MICRO
0.5,4,0.3,1,IMPRESSORA
0.17,4,1,1,MICRO
0.58,3,0.35,1,ERRO
1,4,1,1,IMPRESSORA
0.17,4,1,1,MICRO
0.5,4,0.3,1,ACESSO
0.25,4,0.15,1,SIHOSP
1,4,0.3,1,ERRO
0.5,4,0.3,1,SIHOSP
0.17,4,1,1,MICRO
1,4,1,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
1,1,1,1,SIHOSP
0.5,4,0.3,1,ACESSO
0.33,4,0.2,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,IMPRESSORA
2,4,2,1,SIHOSP
0.33,4,0.2,1,ERRO
0.28,3,0.15,1,MICRO
1,4,1,1,ERRO
0.58,0,0.35,1,ERRO
0.25,4,0.25,1,ERRO
1,4,1,1,SIHOSP
1,4,1,1,ACESSO
1.3,4,1.3,1,IMPRESSORA
1,4,1,1,IMPRESSORA
0.25,4,0.15,1,BENNER
1,4,1,1,SIHOSP
0.5,4,0.3,1,ACESSO
0.17,4,1,1,MICRO
0.33,4,0.2,1,IMPRESSORA
0.17,4,1,1,IMPRESSORA
0.5,4,0.3,1,ACESSO
0.17,4,10,1,MICRO
0.5,4,0.3,1,ACESSO
1.41,4,1.35,1,SIHOSP
0.17,4,1,1,SIHOSP
0.17,4,1,1,SIHOSP
2,4,2,1,BENNER
0.25,4,0.15,1,SIHOSP
0.33,4,0.2,1,SIHOSP
0.17,4,1,1,SIHOSP
1,4,1,1,MICRO
1,4,1,1,MICRO
0.17,3,0.1,1,BENNER
0.17,4,1,1,ERRO
0.17,4,1,1,ERRO
0.5,4,0.5,1,ERRO
0.33,4,0.2,1,IMPRESSORA
1,4,1,1,MICRO
0.5,4,0.3,1,SIHOSP
1,4,0,1,IMPRESSORA
0.5,4,0.3,1,SIHOSP
0.17,4,0.1,1,ERRO
1,4,1,1,SIHOSP
1,1,1,1,SIHOSP
0.25,4,0.15,1,IMPRESSORA
0.08,4,5,1,MICRO
0.5,4,0.3,1,ACESSO
0.5,4,0.3,1,IMPRESSORA
0.17,4,1,1,SIHOSP
0.5,4,0.3,1,BENNER
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,ACESSO
1,4,1,1,SIHOSP
0.17,4,1,1,MICRO
0.01,4,0.3,1,MICRO
0.5,4,0.3,1,ACESSO
0.17,4,0.2,1,MICRO
0.17,4,1,1,SIHOSP
0.17,4,1,1,SIHOSP
0.5,4,0.3,1,SIHOSP
0.5,4,0.3,1,BENNER
0.67,3,0.4,1,IMPRESSORA
0.33,4,0.2,1,MICRO
0.78,4,1,1,ERRO
0.83,4,0.5,1,IMPRESSORA
0.5,4,0.3,1,ERRO
0.5,4,0.3,1,BENNER
0.17,4,1,1,SIHOSP
2,4,2,1,BENNER
