TEMPO,TIPO,ANO
5.57,ERRO,2011
66.57,BENNER,2011
11.52,ACESSO,2011
11.52,ERRO,2011
6.23,ERRO,2011
11.23,MICRO,2011
24.27,ERRO,2011
2.32,ERRO,2011
55.43,SIHOSP,2011
3.31,IMPRESSORA,2011
68.31,IMPRESSORA,2011
6.54,MICRO,2011
4.47,BENNER,2011
1.54,BENNER,2011
1.67,BENNER,2011
47.61,MICRO,2011
52.36,IMPRESSORA,2011
19.35,ERRO,2011
2.28,SIHOSP,2011
4.39,IMPRESSORA,2011
31.63,MICRO,2011
1.29,BENNER,2011
41.5,ACESSO,2011
15.3,ERRO,2011
4.36,ERRO,2011
6.56,IMPRESSORA,2011
9.56,MICRO,2011
7.53,MICRO,2011
1.5,ERRO,2011
1.4,MICRO,2011
1.65,SIHOSP,2011
2.61,IMPRESSORA,2011
1.51,ERRO,2011
1.51,ERRO,2011
1.5,IMPRESSORA,2011
1.5,IMPRESSORA,2011
1.41,SIHOSP,2011
2.33,MICRO,2011
4.61,MICRO,2011
2.29,IMPRESSORA,2011
4.34,SIHOSP,2011
28.42,SIHOSP,2011
1.5,SIHOSP,2011
9.46,MICRO,2011
1.58,SIHOSP,2011
64.36,MICRO,2011
6.55,SIHOSP,2011
19.52,BENNER,2011
19.52,BENNER,2011
27.52,BENNER,2011
4.5,IMPRESSORA,2011
2.49,IMPRESSORA,2011
4.32,MICRO,2011
3.63,IMPRESSORA,2011
2.6,ERRO,2011
2.57,IMPRESSORA,2011
2.57,IMPRESSORA,2011
43.51,SIHOSP,2011
1.31,MICRO,2011
3.38,IMPRESSORA,2011
11.3,ACESSO,2011
6.36,SIHOSP,2011
19.54,BENNER,2011
10.44,ERRO,2011
21.67,BENNER,2011
14.35,SIHOSP,2012
4.58,ACESSO,2012
14.31,BENNER,2012
10.53,ERRO,2012
6.52,BENNER,2012
1.52,ERRO,2012
19.36,SIHOSP,2012
5.44,IMPRESSORA,2012
5.43,SIHOSP,2012
2.31,ERRO,2012
6.29,BENNER,2012
92.5,BENNER,2012
3.31,IMPRESSORA,2012
3.31,BENNER,2012
91.57,BENNER,2012
1.56,BENNER,2012
6.56,BENNER,2012
6.55,BENNER,2012
2.38,IMPRESSORA,2012
2.38,SIHOSP,2012
2.39,BENNER,2012
2.38,ERRO,2012
23.52,SIHOSP,2012
9.3,MICRO,2012
3.29,ERRO,2012
3.28,SIHOSP,2012
13.43,ERRO,2012
8.38,SIHOSP,2012
9.38,SIHOSP,2012
21.49,ERRO,2012
7.47,IMPRESSORA,2012
7.69,IMPRESSORA,2012
5.55,SIHOSP,2012
55.35,SIHOSP,2012
6.31,IMPRESSORA,2012
6.31,MICRO,2012
6.27,IMPRESSORA,2012
6.26,IMPRESSORA,2012
6.26,IMPRESSORA,2012
7.23,ERRO,2012
3.46,ACESSO,2012
5.35,BENNER,2012
3.35,ERRO,2012
43.54,SIHOSP,2012
5.49,MICRO,2012
4.32,IMPRESSORA,2012
1.52,ERRO,2012
2.38,BENNER,2012
2.34,IMPRESSORA,2012
2.5,ACESSO,2012
2.5,MICRO,2012
3.5,BENNER,2012
4.37,BENNER,2012
1.39,IMPRESSORA,2012
29.57,IMPRESSORA,2012
5.41,SIHOSP,2012
12.51,BENNER,2012
2.5,ERRO,2012
1.66,SIHOSP,2012
10.66,BENNER,2012
1.69,IMPRESSORA,2012
32.69,ERRO,2012
2.37,ERRO,2012
38.69,SIHOSP,2012
2.37,ERRO,2012
39.37,BENNER,2012
32.69,ERRO,2012
8.69,ERRO,2012
39.3,BENNER,2012
13.56,IMPRESSORA,2012
8.32,MICRO,2012
28.32,MICRO,2012
1.32,SIHOSP,2012
2.57,ACESSO,2012
13.45,SIHOSP,2012
1.44,IMPRESSORA,2012
1.59,IMPRESSORA,2012
14.43,ERRO,2012
52.37,ERRO,2012
1.66,MICRO,2012
9.49,MICRO,2012
3.56,MICRO,2012
7.22,BENNER,2012
4.67,ERRO,2012
21.15,BENNER,2012
5.13,BENNER,2012
6.12,SIHOSP,2012
1.68,ERRO,2012
3.2,MICRO,2012
3.14,BENNER,2012
3.19,ERRO,2012
6.16,BENNER,2012
22.66,ACESSO,2012
1.69,MICRO,2012
6.67,BENNER,2012
20.67,SIHOSP,2012
1.5,MICRO,2012
1.49,IMPRESSORA,2012
4.32,MICRO,2012
5.65,SIHOSP,2012
42.26,IMPRESSORA,2012
2.26,IMPRESSORA,2012
2.25,MICRO,2012
4.53,BENNER,2012
6.13,ERRO,2012
40.13,ERRO,2012
34.09,IMPRESSORA,2012
18.41,ERRO,2012
65.26,IMPRESSORA,2012
33.34,ACESSO,2012
13.4,ERRO,2012
6.31,MICRO,2012
8.27,IMPRESSORA,2012
1.64,ERRO,2012
13.39,SIHOSP,2012
13.39,SIHOSP,2012
13.39,SIHOSP,2012
15.34,MICRO,2012
16.37,SIHOSP,2012
16.37,ERRO,2012
2.37,BENNER,2012
2.36,SIHOSP,2012
1.36,ERRO,2012
3.22,IMPRESSORA,2012
2.22,MICRO,2012
2.29,IMPRESSORA,2012
18.29,IMPRESSORA,2012
6.28,SIHOSP,2012
18.27,SIHOSP,2012
17.52,MICRO,2012
12.52,IMPRESSORA,2012
5.51,IMPRESSORA,2012
3.49,IMPRESSORA,2012
6.2,SIHOSP,2012
12.19,ERRO,2012
6.19,BENNER,2012
53.3,ERRO,2012
33.29,SIHOSP,2012
6.29,IMPRESSORA,2012
24.21,SIHOSP,2012
1.21,BENNER,2012
13.31,ACESSO,2012
13.31,ACESSO,2012
3.2,SIHOSP,2012
3.18,BENNER,2012
3.2,ERRO,2012
23.23,IMPRESSORA,2012
2.24,SIHOSP,2012
2.24,ERRO,2012
1.55,SIHOSP,2012
4.28,ERRO,2012
13.26,IMPRESSORA,2012
12.27,IMPRESSORA,2012
22.67,SIHOSP,2012
17.66,IMPRESSORA,2012
1.66,SIHOSP,2012
1.65,ERRO,2012
2.64,BENNER,2012
84.23,IMPRESSORA,2012
1.63,ACESSO,2012
1.63,SIHOSP,2012
13.61,SIHOSP,2012
1.7,BENNER,2012
11.59,ERRO,2012
2.48,IMPRESSORA,2012
1.48,IMPRESSORA,2012
1.28,MICRO,2012
66.61,IMPRESSORA,2012
11.27,SIHOSP,2012
78.27,SIHOSP,2012
5.24,IMPRESSORA,2012
3.63,BENNER,2012
10.22,BENNER,2012
6.32,IMPRESSORA,2012
8.31,MICRO,2012
1.29,BENNER,2012
12.28,SIHOSP,2012
1.18,IMPRESSORA,2012
2.58,ERRO,2012
8.58,SIHOSP,2012
2.32,ERRO,2012
8.5,MICRO,2012
3.52,MICRO,2012
9.48,MICRO,2012
4.48,MICRO,2012
6.58,SIHOSP,2012
4.58,BENNER,2012
1.56,ERRO,2012
2.31,ERRO,2012
1.5,ERRO,2012
1.55,BENNER,2012
77.48,ERRO,2012
13.51,IMPRESSORA,2012
3.68,ERRO,2012
1.68,SIHOSP,2012
4.67,IMPRESSORA,2012
4.28,MICRO,2012
4.16,IMPRESSORA,2012
3.26,BENNER,2012
3.25,BENNER,2012
11.25,SIHOSP,2012
11.67,BENNER,2012
32.6,MICRO,2012
6.57,MICRO,2012
1.63,BENNER,2012
2.55,MICRO,2012
1.56,BENNER,2012
1.52,ERRO,2012
1.26,ERRO,2012
2.54,SIHOSP,2012
66.52,MICRO,2012
3.52,MICRO,2012
3.52,ERRO,2012
3.51,MICRO,2012
6.51,MICRO,2012
3.58,IMPRESSORA,2012
3.58,IMPRESSORA,2012
4.57,IMPRESSORA,2012
2.28,ERRO,2012
74.27,SIHOSP,2012
4.27,BENNER,2012
6.32,MICRO,2012
5.3,IMPRESSORA,2012
68.59,SIHOSP,2012
1.16,MICRO,2012
1.15,MICRO,2012
15.14,IMPRESSORA,2012
22.13,BENNER,2012
3.12,ERRO,2012
21.12,SIHOSP,2012
49.49,MICRO,2012
17.41,BENNER,2012
14.3,ERRO,2012
1.24,ERRO,2012
4.61,MICRO,2012
13.6,MICRO,2012
4.4,MICRO,2012
8.38,MICRO,2012
14.25,MICRO,2012
10.49,SIHOSP,2012
1.2,BENNER,2012
14.2,MICRO,2012
1.19,ERRO,2012
6.71,MICRO,2012
59.68,SIHOSP,2012
3.66,IMPRESSORA,2012
7.52,MICRO,2012
3.52,IMPRESSORA,2012
12.23,ERRO,2012
5.71,BENNER,2012
12.71,SIHOSP,2012
5.71,MICRO,2012
21.71,MICRO,2012
5.5,SIHOSP,2012
5.42,SIHOSP,2012
5.3,SIHOSP,2012
5.29,ERRO,2012
52.28,IMPRESSORA,2012
37.63,MICRO,2012
1.69,BENNER,2012
3.29,MICRO,2012
9.29,MICRO,2012
1.26,SIHOSP,2012
5.51,IMPRESSORA,2012
2.55,MICRO,2012
2.52,ERRO,2012
1.28,IMPRESSORA,2012
2.62,ERRO,2012
2.42,BENNER,2012
10.4,MICRO,2012
42.39,MICRO,2012
3.3,MICRO,2012
1.68,ERRO,2012
1.66,MICRO,2012
8.34,SIHOSP,2012
2.34,ERRO,2012
1.29,SIHOSP,2012
1.29,SIHOSP,2012
5.5,MICRO,2012
2.5,MICRO,2012
3.49,ACESSO,2012
5.48,IMPRESSORA,2012
3.47,MICRO,2012
2.47,MICRO,2012
3.43,SIHOSP,2012
3.42,ERRO,2012
6.52,IMPRESSORA,2012
8.67,MICRO,2012
14.46,MICRO,2012
1.45,IMPRESSORA,2012
1.51,MICRO,2012
9.68,IMPRESSORA,2012
3.67,MICRO,2012
21.63,IMPRESSORA,2012
1.36,ERRO,2012
13.25,IMPRESSORA,2012
3.63,MICRO,2012
5.67,IMPRESSORA,2012
6.51,MICRO,2012
6.51,SIHOSP,2012
4.46,ACESSO,2012
2.43,ACESSO,2012
38.37,MICRO,2012
5.5,IMPRESSORA,2012
5.49,ERRO,2012
5.49,IMPRESSORA,2012
6.66,IMPRESSORA,2012
14.48,MICRO,2012
1.47,IMPRESSORA,2012
13.35,MICRO,2012
73.34,MICRO,2012
5.29,IMPRESSORA,2012
17.27,MICRO,2012
4.48,BENNER,2012
5.48,MICRO,2012
5.4,IMPRESSORA,2012
5.39,MICRO,2012
19.27,SIHOSP,2012
4.25,IMPRESSORA,2012
5.25,IMPRESSORA,2012
69.48,BENNER,2012
11.26,BENNER,2012
4.66,SIHOSP,2012
4.64,ERRO,2012
2.65,ERRO,2012
13.22,SIHOSP,2012
11.26,ERRO,2012
11.26,SIHOSP,2012
12.25,BENNER,2012
12.24,ACESSO,2012
3.64,ERRO,2012
72.61,IMPRESSORA,2012
10.6,MICRO,2012
11.59,SIHOSP,2012
9.59,ERRO,2012
2.34,ERRO,2012
1.33,ACESSO,2012
13.33,MICRO,2012
10.64,MICRO,2012
10.63,ERRO,2012
1.19,ERRO,2012
4.14,MICRO,2012
64.5,MICRO,2012
1.49,ERRO,2012
7.48,MICRO,2012
5.48,ERRO,2012
1.23,SIHOSP,2012
4.27,BENNER,2012
10.64,MICRO,2012
4.29,ERRO,2012
13.66,MICRO,2012
2.63,MICRO,2012
4.22,BENNER,2012
2.65,MICRO,2012
9.64,MICRO,2012
3.37,MICRO,2012
2.27,ERRO,2012
2.27,ERRO,2012
3.27,BENNER,2012
82.64,SIHOSP,2012
5.53,MICRO,2012
4.31,MICRO,2012
4.31,SIHOSP,2012
16.5,MICRO,2012
5.39,SIHOSP,2012
5.27,IMPRESSORA,2012
3.63,MICRO,2012
4.68,MICRO,2012
1.65,MICRO,2012
2.45,BENNER,2012
1.45,SIHOSP,2012
6.53,MICRO,2012
4.67,MICRO,2012
1.67,BENNER,2012
4.67,ERRO,2012
1.67,SIHOSP,2012
3.17,ERRO,2012
12.4,IMPRESSORA,2012
6.34,MICRO,2012
26.36,MICRO,2012
11.31,IMPRESSORA,2012
5.31,MICRO,2012
3.16,ERRO,2012
10.12,SIHOSP,2012
4.61,MICRO,2012
1.32,ERRO,2012
1.32,ERRO,2012
1.31,SIHOSP,2012
1.2,MICRO,2012
1.2,MICRO,2012
1.19,MICRO,2012
1.19,MICRO,2012
7.19,IMPRESSORA,2012
1.15,MICRO,2012
1.51,SIHOSP,2012
1.61,MICRO,2012
1.61,MICRO,2012
1.6,MICRO,2012
5.63,IMPRESSORA,2012
5.52,IMPRESSORA,2012
14.38,SIHOSP,2012
83.34,ERRO,2012
4.36,BENNER,2012
6.36,SIHOSP,2012
6.57,IMPRESSORA,2012
6.35,IMPRESSORA,2012
2.31,BENNER,2012
1.29,SIHOSP,2012
47.18,IMPRESSORA,2012
3.61,IMPRESSORA,2012
4.58,MICRO,2012
26.41,MICRO,2012
2.56,ERRO,2012
10.56,MICRO,2012
13.56,ERRO,2012
43.48,IMPRESSORA,2012
11.28,BENNER,2012
5.27,IMPRESSORA,2012
1.25,ERRO,2012
4.2,BENNER,2012
1.41,ERRO,2012
1.36,ERRO,2012
1.36,BENNER,2012
5.63,BENNER,2012
6.58,MICRO,2012
2.23,ERRO,2012
2.22,MICRO,2012
9.68,MICRO,2012
1.35,SIHOSP,2012
5.66,MICRO,2012
5.54,IMPRESSORA,2012
2.31,SIHOSP,2012
5.31,MICRO,2012
4.31,ERRO,2012
5.3,IMPRESSORA,2012
8.3,IMPRESSORA,2012
8.29,BENNER,2012
4.27,ERRO,2012
4.27,ERRO,2012
14.45,IMPRESSORA,2012
1.38,ERRO,2012
31.39,ACESSO,2012
1.36,ERRO,2012
8.49,ACESSO,2012
12.34,IMPRESSORA,2012
11.49,IMPRESSORA,2012
14.29,MICRO,2012
51.28,BENNER,2012
1.5,ERRO,2012
1.18,BENNER,2012
1.66,IMPRESSORA,2012
1.18,MICRO,2012
3.47,ERRO,2012
47.47,SIHOSP,2012
3.47,MICRO,2012
4.44,ACESSO,2012
4.44,ACESSO,2012
9.44,ERRO,2012
5.43,IMPRESSORA,2012
4.38,MICRO,2012
5.27,ERRO,2012
6.25,MICRO,2012
5.25,SIHOSP,2012
58.51,MICRO,2012
1.5,MICRO,2012
1.3,MICRO,2012
10.24,ERRO,2012
7.37,ACESSO,2012
42.28,BENNER,2012
13.28,SIHOSP,2012
26.27,IMPRESSORA,2012
5.24,ERRO,2012
5.23,SIHOSP,2012
4.55,IMPRESSORA,2012
2.42,BENNER,2012
19.39,IMPRESSORA,2012
3.21,SIHOSP,2012
42.2,SIHOSP,2012
35.56,ERRO,2012
2.55,MICRO,2012
30.54,ACESSO,2012
62.33,BENNER,2012
8.56,ERRO,2012
5.42,ERRO,2012
2.36,MICRO,2012
40.7,MICRO,2012
6.26,ACESSO,2012
1.59,MICRO,2012
8.57,BENNER,2012
1.57,IMPRESSORA,2012
60.38,ERRO,2012
12.54,IMPRESSORA,2012
87.73,IMPRESSORA,2012
7.59,ACESSO,2012
3.59,ERRO,2012
14.45,BENNER,2012
16.44,IMPRESSORA,2012
6.43,SIHOSP,2012
1.41,SIHOSP,2012
1.41,MICRO,2012
6.41,MICRO,2012
3.35,MICRO,2012
6.31,SIHOSP,2012
33.28,BENNER,2012
4.24,BENNER,2012
3.23,MICRO,2012
4.22,SIHOSP,2012
3.54,ERRO,2012
6.23,MICRO,2012
6.22,MICRO,2012
6.22,IMPRESSORA,2012
1.22,MICRO,2012
6.22,MICRO,2012
1.21,BENNER,2012
28.21,BENNER,2012
1.33,ERRO,2012
7.25,ERRO,2012
1.25,SIHOSP,2012
13.23,ERRO,2012
6.65,MICRO,2012
4.58,IMPRESSORA,2012
4.56,MICRO,2012
12.55,IMPRESSORA,2012
19.66,MICRO,2012
93.64,ERRO,2012
40.54,SIHOSP,2012
4.52,MICRO,2012
4.51,SIHOSP,2012
6.34,IMPRESSORA,2012
3.23,IMPRESSORA,2012
3.43,BENNER,2012
93.43,ERRO,2012
9.42,IMPRESSORA,2012
5.25,IMPRESSORA,2012
3.25,IMPRESSORA,2012
6.23,SIHOSP,2012
10.23,ERRO,2012
6.28,MICRO,2012
17.46,SIHOSP,2012
17.27,BENNER,2012
5.39,IMPRESSORA,2012
32.35,MICRO,2012
2.63,MICRO,2012
1.68,BENNER,2012
3.53,MICRO,2012
29.31,MICRO,2012
3.31,ACESSO,2012
1.3,IMPRESSORA,2012
2.47,MICRO,2012
39.69,BENNER,2012
8.69,MICRO,2012
1.61,IMPRESSORA,2012
54.53,MICRO,2012
1.52,MICRO,2012
1.4,SIHOSP,2012
9.66,IMPRESSORA,2012
5.37,SIHOSP,2012
66.4,MICRO,2012
6.36,IMPRESSORA,2012
4.48,MICRO,2012
5.34,BENNER,2012
16.28,MICRO,2012
77.52,SIHOSP,2012
5.22,MICRO,2012
1.22,MICRO,2012
1.4,SIHOSP,2012
15.29,ACESSO,2012
1.27,ERRO,2012
14.5,ERRO,2012
1.48,IMPRESSORA,2012
3.55,MICRO,2012
10.39,ACESSO,2012
19.24,MICRO,2012
1.28,ERRO,2012
7.65,MICRO,2012
52.2,MICRO,2012
1.65,MICRO,2012
65.31,BENNER,2012
7.29,BENNER,2012
6.51,IMPRESSORA,2012
4.62,BENNER,2012
2.6,ERRO,2012
65.59,ERRO,2012
5.68,MICRO,2012
2.66,BENNER,2012
75.19,ACESSO,2012
5.4,IMPRESSORA,2012
63.4,ERRO,2012
5.5,ERRO,2012
1.5,MICRO,2012
1.38,ERRO,2012
18.37,MICRO,2012
13.31,SIHOSP,2012
14.36,IMPRESSORA,2012
1.7,SIHOSP,2012
2.45,MICRO,2012
2.45,SIHOSP,2012
2.45,MICRO,2012
24.55,SIHOSP,2012
17.23,IMPRESSORA,2012
1.35,MICRO,2012
5.22,ERRO,2012
6.22,ERRO,2012
5.41,MICRO,2012
2.25,BENNER,2012
18.3,MICRO,2012
1.46,BENNER,2012
2.46,BENNER,2012
2.43,ERRO,2012
3.53,ACESSO,2012
8.4,BENNER,2012
2.4,BENNER,2012
1.53,ACESSO,2012
30.66,IMPRESSORA,2012
3.66,IMPRESSORA,2012
2.56,ACESSO,2012
39.3,MICRO,2012
2.29,BENNER,2012
3.28,ERRO,2012
51.36,BENNER,2012
1.3,MICRO,2012
29.28,MICRO,2012
1.28,IMPRESSORA,2012
20.25,BENNER,2012
10.24,IMPRESSORA,2012
67.27,BENNER,2012
1.49,MICRO,2012
5.51,MICRO,2012
72.61,MICRO,2012
49.41,ACESSO,2012
11.29,IMPRESSORA,2012
2.26,ERRO,2012
2.25,ERRO,2012
10.25,MICRO,2012
69.34,MICRO,2012
3.66,MICRO,2012
4.5,MICRO,2012
4.49,MICRO,2012
4.49,IMPRESSORA,2012
3.54,ACESSO,2012
3.41,ERRO,2012
2.4,BENNER,2012
3.4,MICRO,2012
2.52,MICRO,2012
2.52,MICRO,2012
8.36,IMPRESSORA,2012
3.36,MICRO,2012
1.35,MICRO,2012
1.32,MICRO,2012
2.52,MICRO,2012
5.32,MICRO,2012
1.34,MICRO,2012
1.33,BENNER,2012
5.34,MICRO,2012
20.34,ACESSO,2012
1.29,ERRO,2012
1.28,ERRO,2012
1.28,SIHOSP,2012
5.39,SIHOSP,2012
2.39,ERRO,2012
3.32,MICRO,2012
3.31,MICRO,2012
5.3,BENNER,2012
17.64,MICRO,2012
52.39,MICRO,2012
52.22,MICRO,2012
16.63,MICRO,2012
1.31,ERRO,2012
5.57,IMPRESSORA,2012
35.6,BENNER,2012
1.22,BENNER,2012
8.21,IMPRESSORA,2012
8.58,SIHOSP,2012
2.58,IMPRESSORA,2012
31.32,SIHOSP,2012
7.5,SIHOSP,2012
1.66,ERRO,2012
10.56,MICRO,2012
3.41,MICRO,2012
1.19,ACESSO,2012
4.57,IMPRESSORA,2012
7.51,MICRO,2012
11.5,ERRO,2012
3.49,ERRO,2012
11.38,ACESSO,2012
11.59,MICRO,2012
1.44,SIHOSP,2012
15.41,IMPRESSORA,2012
5.49,MICRO,2012
6.29,BENNER,2012
1.28,IMPRESSORA,2012
2.36,IMPRESSORA,2012
21.6,MICRO,2012
16.26,ACESSO,2012
1.7,BENNER,2012
34.39,ERRO,2012
4.39,MICRO,2012
4.39,MICRO,2012
3.69,ACESSO,2012
1.54,MICRO,2012
4.54,MICRO,2012
16.27,MICRO,2012
6.27,SIHOSP,2012
4.64,MICRO,2012
47.67,SIHOSP,2012
29.69,ERRO,2012
29.69,ERRO,2012
5.58,IMPRESSORA,2012
16.38,ACESSO,2012
4.48,MICRO,2012
76.31,MICRO,2012
19.29,ACESSO,2012
2.49,MICRO,2012
85.48,ERRO,2012
85.48,ERRO,2012
2.48,MICRO,2012
5.35,IMPRESSORA,2012
1.48,MICRO,2012
4.35,SIHOSP,2012
76.31,ACESSO,2012
25.3,IMPRESSORA,2012
2.56,IMPRESSORA,2012
2.56,MICRO,2012
2.56,IMPRESSORA,2012
2.55,SIHOSP,2012
2.55,MICRO,2012
4.29,IMPRESSORA,2012
1.29,IMPRESSORA,2012
8.28,SIHOSP,2012
3.33,MICRO,2012
3.5,MICRO,2012
3.38,SIHOSP,2012
3.38,SIHOSP,2012
3.38,MICRO,2012
73.37,SIHOSP,2012
20.51,MICRO,2012
1.49,MICRO,2012
2.54,BENNER,2012
2.54,BENNER,2012
2.54,BENNER,2012
2.54,BENNER,2012
2.54,IMPRESSORA,2012
2.54,MICRO,2012
2.4,MICRO,2012
2.4,IMPRESSORA,2012
10.29,ERRO,2012
3.49,ERRO,2012
27.46,ACESSO,2012
22.28,ACESSO,2012
67.69,ERRO,2012
32.4,IMPRESSORA,2012
9.4,MICRO,2012
1.61,ERRO,2012
5.34,IMPRESSORA,2012
4.34,SIHOSP,2012
5.34,ERRO,2012
5.34,SIHOSP,2012
6.33,MICRO,2012
1.31,ERRO,2012
66.57,ERRO,2012
5.53,BENNER,2012
5.31,SIHOSP,2012
83.54,ERRO,2012
42.51,BENNER,2012
4.3,MICRO,2012
40.62,IMPRESSORA,2012
43.35,ERRO,2012
7.33,ERRO,2012
72.52,SIHOSP,2012
1.52,ERRO,2012
1.33,IMPRESSORA,2012
55.53,SIHOSP,2012
1.3,ACESSO,2012
6.6,MICRO,2012
1.49,SIHOSP,2012
5.6,IMPRESSORA,2012
57.41,MICRO,2012
7.34,MICRO,2012
4.55,IMPRESSORA,2012
3.51,ERRO,2012
3.37,IMPRESSORA,2012
10.31,SIHOSP,2012
40.48,BENNER,2012
4.28,BENNER,2012
31.27,MICRO,2012
1.38,BENNER,2012
14.37,IMPRESSORA,2012
14.37,BENNER,2012
2.57,ERRO,2012
2.34,ERRO,2012
62.28,IMPRESSORA,2012
4.25,MICRO,2012
5.58,SIHOSP,2012
46.38,ERRO,2012
4.38,ERRO,2012
46.37,ERRO,2012
7.31,IMPRESSORA,2012
46.68,BENNER,2012
40.5,MICRO,2012
47.64,SIHOSP,2012
5.26,IMPRESSORA,2012
1.67,ERRO,2012
22.62,MICRO,2012
3.6,MICRO,2012
2.6,ERRO,2012
22.59,MICRO,2012
3.58,MICRO,2012
22.58,MICRO,2012
24.57,MICRO,2012
31.54,MICRO,2012
1.61,BENNER,2012
8.57,ERRO,2012
7.57,SIHOSP,2012
9.56,ERRO,2012
5.56,MICRO,2012
25.69,ACESSO,2012
1.31,MICRO,2012
36.51,ERRO,2012
4.5,ERRO,2012
7.37,ERRO,2012
10.34,IMPRESSORA,2012
21.37,ERRO,2012
3.66,ERRO,2012
1.67,IMPRESSORA,2012
2.44,ERRO,2012
2.33,SIHOSP,2012
1.32,ACESSO,2012
5.63,ERRO,2012
1.36,MICRO,2012
2.35,SIHOSP,2012
5.31,MICRO,2012
1.3,ERRO,2012
4.28,SIHOSP,2012
1.33,MICRO,2012
1.31,SIHOSP,2012
11.29,ERRO,2012
13.34,IMPRESSORA,2012
2.65,BENNER,2012
5.61,IMPRESSORA,2012
6.6,ERRO,2012
1.46,MICRO,2012
7.6,IMPRESSORA,2012
25.63,MICRO,2012
10.61,MICRO,2012
3.64,ERRO,2012
19.28,ERRO,2012
11.6,SIHOSP,2012
37.56,ERRO,2012
9.51,MICRO,2012
10.4,MICRO,2012
2.64,BENNER,2012
28.46,IMPRESSORA,2012
1.5,BENNER,2012
7.42,IMPRESSORA,2012
14.38,IMPRESSORA,2012
6.5,IMPRESSORA,2012
9.22,SIHOSP,2012
4.51,MICRO,2012
6.5,MICRO,2012
3.32,BENNER,2012
1.38,MICRO,2012
1.23,ERRO,2012
12.26,MICRO,2012
11.41,MICRO,2012
11.4,MICRO,2012
13.37,IMPRESSORA,2012
28.34,IMPRESSORA,2012
4.7,MICRO,2012
11.69,ERRO,2012
6.53,IMPRESSORA,2012
3.34,SIHOSP,2012
2.68,MICRO,2012
2.48,IMPRESSORA,2012
10.37,MICRO,2012
2.53,IMPRESSORA,2012
20.38,IMPRESSORA,2012
1.27,ERRO,2012
1.61,MICRO,2012
5.6,IMPRESSORA,2012
5.6,MICRO,2012
4.25,IMPRESSORA,2012
2.65,MICRO,2012
2.65,MICRO,2012
5.27,ERRO,2012
4.62,MICRO,2012
30.32,SIHOSP,2012
4.5,BENNER,2012
5.31,ERRO,2012
6.26,ERRO,2012
11.3,IMPRESSORA,2012
1.26,SIHOSP,2012
2.34,ERRO,2012
4.33,ACESSO,2012
3.56,MICRO,2012
3.55,IMPRESSORA,2012
5.55,IMPRESSORA,2012
2.37,ERRO,2012
3.25,ERRO,2012
3.25,ERRO,2012
3.25,ERRO,2012
5.29,IMPRESSORA,2012
1.5,IMPRESSORA,2012
66.49,IMPRESSORA,2012
37.67,MICRO,2012
1.67,MICRO,2012
5.39,SIHOSP,2012
4.59,IMPRESSORA,2012
2.27,ERRO,2012
2.25,SIHOSP,2012
3.6,IMPRESSORA,2012
4.27,IMPRESSORA,2012
5.29,IMPRESSORA,2012
20.28,BENNER,2012
5.28,ERRO,2012
7.41,MICRO,2012
2.53,SIHOSP,2012
1.51,SIHOSP,2012
1.52,ACESSO,2012
1.34,ERRO,2012
1.54,SIHOSP,2012
36.51,ACESSO,2012
29.32,MICRO,2012
7.36,MICRO,2012
6.32,MICRO,2012
5.41,BENNER,2012
25.41,MICRO,2012
4.31,ACESSO,2012
13.31,ERRO,2012
4.31,BENNER,2012
11.61,IMPRESSORA,2012
33.56,SIHOSP,2012
4.6,SIHOSP,2012
4.56,MICRO,2013
4.35,IMPRESSORA,2013
4.52,SIHOSP,2012
4.38,MICRO,2012
25.39,IMPRESSORA,2012
9.51,SIHOSP,2013
13.36,IMPRESSORA,2013
5.49,SIHOSP,2013
7.48,SIHOSP,2013
12.62,MICRO,2013
57.54,SIHOSP,2013
3.51,IMPRESSORA,2013
4.51,BENNER,2013
26.38,ACESSO,2013
83.33,ERRO,2013
1.33,BENNER,2013
1.33,IMPRESSORA,2013
1.58,BENNER,2013
14.26,MICRO,2013
3.27,SIHOSP,2013
1.39,IMPRESSORA,2013
1.53,BENNER,2013
14.53,MICRO,2013
19.36,IMPRESSORA,2013
11.36,MICRO,2013
11.34,IMPRESSORA,2013
10.48,MICRO,2013
10.48,IMPRESSORA,2013
2.34,ERRO,2013
2.31,ERRO,2013
5.43,ERRO,2013
7.29,ERRO,2013
5.31,ERRO,2013
3.31,SIHOSP,2013
7.49,MICRO,2013
14.49,MICRO,2013
7.14,BENNER,2013
27.09,ACESSO,2013
4.08,MICRO,2012
4.08,MICRO,2013
4.07,IMPRESSORA,2013
4.07,MICRO,2013
4.07,MICRO,2013
4.07,IMPRESSORA,2013
4.07,MICRO,2013
4.07,MICRO,2013
4.07,MICRO,2013
4.06,MICRO,2013
3.06,IMPRESSORA,2013
4.06,MICRO,2013
2.39,ERRO,2013
1.3,SIHOSP,2013
76.29,SIHOSP,2013
1.29,ERRO,2013
6.28,MICRO,2013
4.65,IMPRESSORA,2013
4.62,MICRO,2013
5.61,MICRO,2013
3.33,BENNER,2013
3.29,MICRO,2013
35.23,ACESSO,2013
2.36,IMPRESSORA,2013
64.35,IMPRESSORA,2013
16.62,MICRO,2013
2.58,MICRO,2012
2.58,MICRO,2012
9.57,MICRO,2013
11.57,MICRO,2013
